Corporate;Plant;Building;User Dept;User WoC;Eng WoC;System;Name;Field's Name;Soon to be deleted column;Machine ID;Assets ID
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Mixer;Mixer MXR1019;Blending Tank 1;NF1-D1-PRA-PRC-MXR1019;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Mixer;Mixer MXR1020;Blending Tank 2;NF1-D1-PRA-PRC-MXR1020;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Pasteurizer;Pasteurizer PTR1001;PHE;NF1-D1-PRA-PRC-PTR1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Pompa;Pompa PMP1003;Lobe Pump Delta Flow;NF1-D1-PRA-PRC-PMP1003;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1004;Pompa Rinsing Demin;NF1-D1-PEA-WTR-PMP1004;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1005;Pompa Feed Demin - 1;NF1-D1-PEA-WTR-PMP1005;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1006;Pompa Feed Demin - 2;NF1-D1-PEA-WTR-PMP1006;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1007;Pompa Feed Demin - 3;NF1-D1-PEA-WTR-PMP1007;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1008;Pompa Feed Demin - 4;NF1-D1-PEA-WTR-PMP1008;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1009;Pompa Distribusi UHT;NF1-D1-PEA-WTR-PMP1009;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1010;Pompa Distribusi Produksi - 1;NF1-D1-PEA-WTR-PMP1010;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1011;Pompa Distribusi Produksi - 2;NF1-D1-PEA-WTR-PMP1011;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Steam generation;Pompa Kondensat;Pompa Kondensat PKD1001;Steam Pump - 1 (Syrup);NF1-D1-PEA-STG-PKD1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Printer;Printer PRT1018;Printer Hitachi 05;NF1-D1-PRA-PKG-PRT1018;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Printer;Printer PRT1019;Marsh Unicorn 01;NF1-D1-PRA-PKG-PRT1019;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Printer;Printer PRT1020;Printer Hitachi 06;NF1-D1-PRA-PKG-PRT1020;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Printer;Printer PRT1021;Printer Marsh Unicorn 04;NF1-D1-PRA-PKG-PRT1021;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1001;Tangki Penampung Brown Sugar-1;NF1-D1-PRA-PRC-PDT1001;F302009JB016
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1002;Tangki Penampung Brown Sugar-2;NF1-D1-PRA-PRC-PDT1002;F302009JB018
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1003;Tangki Filling Kecap-1;NF1-D1-PRA-PRC-PDT1003;F302010GB039
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1004;Tangki Penampung Brown Sugar-3;NF1-D1-PRA-PRC-PDT1004;F302009JB017
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1005;Tangki Filling Kecap-2;NF1-D1-PRA-PRC-PDT1005;F302010GB037
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1006;Tangki Penampung Brown Sugar-4;NF1-D1-PRA-PRC-PDT1006;F302009JB019
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1007;Tangki Filling Kecap-3;NF1-D1-PRA-PRC-PDT1007;F302010GB038
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Product Tank;Product Tank PDT1008;Tangki Filling Kecap-4;NF1-D1-PRA-PRC-PDT1008;F302010GB036
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Shrink Tunnel;Shrink Tunnel STL1002;Shrink Tunnel Syrup;NF1-D1-PRA-PKG-STL1002;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Timbangan;Timbangan TMB1009;Timbangan Digi 05;NF1-D1-PRA-PKG-TMB1009;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Timbangan;Timbangan TMB1010;Timbangan Digi 06;NF1-D1-PRA-PKG-TMB1010;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Ultraviolet;Ultraviolet UTV1001;Ultraviolet Syrup;NF1-D1-PEA-WTR-UTV1001;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Water distribution;Ultraviolet;Ultraviolet UTV1002;Ultraviolet WTP D ;NF1-D1-PEA-WTR-UTV1002;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Electricity;UPS;UPS UPS1001;UPS RND;NF1-D1-RSL-ELC-UPS1001;F302000DN002
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Vacuum cooker;Vacuum cooker VCK1001;Vacuum Cooker;NF1-D1-PRA-PRC-VCK1001;
Nutrifood;Ciawi;D2;REA;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1063;AC GPCG;NF1-D2-REA-AHL-ACD1063;
Nutrifood;Ciawi;D2;REA;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1064;AC Mini UHT;NF1-D2-REA-AHL-ACD1064;
Nutrifood;Ciawi;D2;REA;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1065;AC UPS R&D;NF1-D2-REA-AHL-ACD1065;
Nutrifood;Ciawi;D2;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1066;AC Storage Sample Vitamin;NF1-D2-RSL-AHL-ACD1066;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1067;AC HOD R&D;NF1-D2-RND-AHL-ACD1067;
Nutrifood;Ciawi;D2;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1068;AC Meeting Bantal;NF1-D2-ALL-AHL-ACD1068;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1069;AC Office RnD lt 2;NF1-D2-RND-AHL-ACD1069;
Nutrifood;Ciawi;D2;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1070;AC Meeting Sensory;NF1-D2-ALL-AHL-ACD1070;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1071;AC Ruang Panelis;NF1-D2-RND-AHL-ACD1071;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1072;AC Persiapan Panel;NF1-D2-RND-AHL-ACD1072;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1073;AC Ruang Seal;NF1-D2-RND-AHL-ACD1073;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1074;AC Ruang Sensory;NF1-D2-RND-AHL-ACD1074;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1075;AC Simpan Baku R&D;NF1-D2-RND-AHL-ACD1075;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1076;AC Wet Lab/Kitchen;NF1-D2-RND-AHL-ACD1076;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1163;AC Analisa D2;NF1-D2-RND-AHL-ACD1163;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Compressed air;Air Dryer;Air Dryer ADY1003;Air Dryer GPCG;NF1-D2-RND-CPA-ADY1003;
Nutrifood;Ciawi;D2;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1006;Smoke/Heat Detector Gedung D2;NF1-D2-PEA-FEP-FDT1006;
Nutrifood;Ciawi;D2;RND;Laboratory;Processing;Processing;Granulator;Granulator GRN1001;GPCG - 1;NF1-D2-RND-PRC-GRN1001;N50010000005
Nutrifood;Ciawi;D2;RND;Laboratory;Processing;Processing;Granulator;Granulator GRN1002;GPCG - 2;NF1-D2-RND-PRC-GRN1002;F115115DB003
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Air handling;Heater;Heater HTR1002;Storage 37;NF1-D2-RND-AHL-HTR1002;N50010000002
Nutrifood;Ciawi;D2;RPN;Laboratory;Processing;Processing;Ice Cream Maker;Ice Cream Maker ICM1001;Ice Cream Maker RnD;NF1-D2-RPN-PRC-ICM1001;F115100LN017
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Material handling;Katrol;Katrol KTR1004;Katrol D-1;NF1-D2-RND-MHL-KTR1004;
Nutrifood;Ciawi;D2;RND;Laboratory;Utility;Compressed air;Kompresor;Kompresor KMP1004;Compressor-4 (Meiji R&D);NF1-D2-RND-CPA-KMP1004;N30200000023
Nutrifood;Ciawi;D2;RKA;Laboratory;Processing;Processing;Mixer;Mixer MXR1017;High Shear Mixer;NF1-D2-RKA-PRC-MXR1017;
Nutrifood;Ciawi;D2;RND;Laboratory;Processing;Processing;Pasteurizer;Pasteurizer PTR1002;Mini UHT - 1;NF1-D2-RND-PRC-PTR1002;F115112GB001
Nutrifood;Ciawi;E1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1077;AC Promosi;NF1-E1-ALL-AHL-ACD1077;
Nutrifood;Ciawi;E1;PEA;Utility;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1078;AC Ruang Teknisi;NF1-E1-PEA-AHL-ACD1078;
Nutrifood;Ciawi;E1;PEA;Utility;Utility;Air handling;Dehumidifier;Dehumidifier DHM1004;Dehum - 6 (Back Up);NF1-E1-PEA-AHL-DHM1004;F302017DN007, F302017DN006, F302017DB007
Nutrifood;Ciawi;E1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1007;Smoke/Heat Detector Gedung E1;NF1-E1-PEA-FEP-FDT1007;
Nutrifood;Ciawi;E1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1080;Split water engineering;NF1-E1-PEA-WTR-PMP1080;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1079;AC Office E2;NF1-E2-PEA-AHL-ACD1079;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1080;AC Ruang Kalibrasi;NF1-E2-PEA-AHL-ACD1080;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1081;AC Ruang Meeting E2;NF1-E2-PEA-AHL-ACD1081;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1008;Smoke/Heat Detector Gedung E2;NF1-E2-PEA-FEP-FDT1008;
Nutrifood;Ciawi;F1;SGC;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1082;AC AGC Manager;NF1-F1-SGC-AHL-ACD1082;
Nutrifood;Ciawi;F1;YPC;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1083;AC Fotokopi;NF1-F1-YPC-AHL-ACD1083;
Nutrifood;Ciawi;F1;OAP;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1084;AC Ruang Bu Laksmi;NF1-F1-OAP-AHL-ACD1084;
Nutrifood;Ciawi;F1;OAP;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1085;AC Ruang Klinik;NF1-F1-OAP-AHL-ACD1085;
Nutrifood;Ciawi;F1;OAP;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1086;AC Ruang Dokter;NF1-F1-OAP-AHL-ACD1086;
Nutrifood;Ciawi;F1;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1087;AC Perpusatakaan;NF1-F1-YDT-AHL-ACD1087;
Nutrifood;Ciawi;F1;PSA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1088;AC PSA Office;NF1-F1-PSA-AHL-ACD1088;
Nutrifood;Ciawi;F1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1089;AC Meeting F1;NF1-F1-ALL-AHL-ACD1089;
Nutrifood;Ciawi;F1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1090;AC Meeting V-Con;NF1-F1-ALL-AHL-ACD1090;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;ALL WTP;ALL WTP WTP1001;;;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1009;Smoke/Heat Detector Gedung F1;NF1-F1-PEA-FEP-FDT1009;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Mesin Hydrant;Mesin Hydrant HYD1001;Mesin Hydrant;NF1-F1-PEA-WTR-HYD1001;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Electricity;Penangkal Petir;Penangkal Petir PPT1002;Penangkal Petir - 2;NF1-F1-PEA-ELC-PPT1002;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pilar Hydrant;Pilar Hydrant PHY1001;Pillar Hydrant;NF1-F1-PEA-WTR-PHY1001;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1012;Pompa Transfer Sand Filter-1;NF1-F1-PEA-WTR-PMP1012;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1013;Pompa Transfer Sand Filter-2;NF1-F1-PEA-WTR-PMP1013;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1014;Pompa Transfer Sand Filter-3;NF1-F1-PEA-WTR-PMP1014;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1015;Pompa Transfer Sand Filter-4;NF1-F1-PEA-WTR-PMP1015;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1016;Pompa Transfer Pressure Tank-1;NF1-F1-PEA-WTR-PMP1016;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1017;Pompa Transfer Pressure Tank-2;NF1-F1-PEA-WTR-PMP1017;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1018;Pompa Backwash;NF1-F1-PEA-WTR-PMP1018;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1019;Pompa Transfer Softener-1;NF1-F1-PEA-WTR-PMP1019;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1020;Pompa Transfer Softener-2;NF1-F1-PEA-WTR-PMP1020;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1021;Pompa Transfer Pressure Tank-3;NF1-F1-PEA-WTR-PMP1021;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1022;Pompa Transfer Pressure Tank-4;NF1-F1-PEA-WTR-PMP1022;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1023;Pompa Transfer Pressure Tank-5;NF1-F1-PEA-WTR-PMP1023;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1024;Pompa Transfer Pressure Tank-6;NF1-F1-PEA-WTR-PMP1024;
Nutrifood;Ciawi;F1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1025;Submersible Sumur-1;NF1-F1-PEA-WTR-PMP1025;
Nutrifood;Ciawi;F1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Reefer Container;Reefer Container RCT1001;RC A4;NF1-F1-PLA-AHL-RCT1001;F301009HB016
Nutrifood;Ciawi;F1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Reefer Container;Reefer Container RCT1002;RC B2;NF1-F1-PLA-AHL-RCT1002;F301010FB012
Nutrifood;Ciawi;F2;ITA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1091;AC Office IT;NF1-F2-ITA-AHL-ACD1091;
Nutrifood;Ciawi;F2;ITA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1092;AC Server;NF1-F2-ITA-AHL-ACD1092;
Nutrifood;Ciawi;F2;ITA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1093;AC Office QA;NF1-F2-ITA-AHL-ACD1093;
Nutrifood;Ciawi;F2;ITA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1094;AC PABX;NF1-F2-ITA-AHL-ACD1094;
Nutrifood;Ciawi;F2;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1010;Smoke/Heat Detector Gedung F2;NF1-F2-PEA-FEP-FDT1010;
Nutrifood;Ciawi;G1;PLF;Gudang Baku Kemas Kemas;Utility;Air handling;Air Cooler;Air Cooler ACL1003;Erba Cooler (Sortasi);NF1-G1-PLF-AHL-ACL1003;F302011BB012
Nutrifood;Ciawi;G1;PLB;Gudang Baku;Utility;Air handling;Dehumidifier;Dehumidifier DHM1012;Dehum portable gudang baku;NF1-G1-PLB-AHL-DHM1012;
Nutrifood;Ciawi;G1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1011;Smoke/Heat Detector Gedung G1;NF1-G1-PEA-FEP-FDT1011;
Nutrifood;Ciawi;G1;PRB;Gudang Baku Kemas Kemas;Utility;Material handling;Katrol;Katrol KTR1005;Katrol G-1 (Retur);NF1-G1-PRB-MHL-KTR1005;N3020-00000028
Nutrifood;Ciawi;G1;PCA;QC Bahan Baku;Processing;Processing;Mesin Ayak;Mesin Ayak MYK1013;Mesin ayak QC;NF1-G1-PCA-PRC-MYK1013;F600112GB002
Nutrifood;Ciawi;G1;PLB;Gudang Baku Kemas Kemas;Utility;Material handling;Pallet Mover;Pallet Mover PMV1003;Pallet mover GB-1;NF1-G1-PLB-MHL-PMV1003;
Nutrifood;Ciawi;G2;PRB;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1095;AC Filling G2 /3SD;NF1-G2-PRB-AHL-ACD1095;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1096;AC Storage Utuh /5SW;NF1-G2-PLB-AHL-ACD1096;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1097;AC Timbang Flavour Baku B /1SW1SD;NF1-G2-PLB-AHL-ACD1097;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1098;AC Simpan Baku Koma /3SW;NF1-G2-PLB-AHL-ACD1098;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1099;AC Serah Terima Baku B /5SW;NF1-G2-PLB-AHL-ACD1099;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1100;AC Timbang Warna /1SW;NF1-G2-PLB-AHL-ACD1100;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1101;AC Penyelia Gudang Baku Kemas B;NF1-G2-PLB-AHL-ACD1101;
Nutrifood;Ciawi;G2;PCA;QC Bahan Baku;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1102;AC QC Baku B;NF1-G2-PCA-AHL-ACD1102;
Nutrifood;Ciawi;G2;PRO;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1103;AC Office PRO;NF1-G2-PRO-AHL-ACD1103;
Nutrifood;Ciawi;G2;PCA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1104;AC Office QC;NF1-G2-PCA-AHL-ACD1104;
Nutrifood;Ciawi;G2;PRO;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1105;AC PRO/PRC Manager;NF1-G2-PRO-AHL-ACD1105;
Nutrifood;Ciawi;G2;VFF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1106;AC Finance;NF1-G2-VFF-AHL-ACD1106;
Nutrifood;Ciawi;G2;PRB;Fillpack;Utility;Air handling;Air Cooler;Air Cooler ACL1004;Erba Cooler G2;NF1-G2-PRB-AHL-ACL1004;F302011DB018
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton Erector;Carton Erector CRE1001;Carton Erector G2 (22);NF1-G2-PRB-PKG-CRE1001;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1010;Bestpack/Carton Sealer 1 (1);NF1-G2-PRB-PKG-CSL1010;F302000AN007
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1011;Bestpack/Carton Sealer 2 (2);NF1-G2-PRB-PKG-CSL1011;N40500000112
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1012;Bestpack/Carton Sealer 3 (3);NF1-G2-PRB-PKG-CSL1012;N40500000110
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1013;Bestpack (4);NF1-G2-PRB-PKG-CSL1013;N40500000123
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1014;Bestpack/Carton Sealer 11 (5);NF1-G2-PRB-PKG-CSL1014;N40500000032
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1015;Bestpack/Carton Sealer 12 (6);NF1-G2-PRB-PKG-CSL1015;F405014DB021
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Carton sealer;Carton sealer CSL1026;Bestpack Mateerburt;NF1-G2-PRB-PKG-CSL1026;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Cartoning;Cartoning CRT1008;Cartoning D (4);NF1-G2-PRB-PKG-CRT1008;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Cartoning;Cartoning CRT1009;Cartoner Stickpack Toyo;NF1-G2-PRB-PKG-CRT1009;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Cartoning;Cartoning CRT1010;Cartoning A (5);NF1-G2-PRB-PKG-CRT1010;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Packing;Cartoning;Cartoning CRT1011;Cartoning C (6);NF1-G2-PRB-PKG-CRT1011;
Nutrifood;Ciawi;G2;PRB;Processing;Utility;Electricity;Charger;Charger CHG1002;Charger Battery PR-1;NF1-G2-PRB-ELC-CHG1002;F303014BN001
Nutrifood;Ciawi;G2;PRB;Processing;Utility;Electricity;Charger;Charger CHG1003;Charger Battery PR-2;NF1-G2-PRB-ELC-CHG1003;F303014BN002
Nutrifood;Ciawi;G2;PRB;Processing;Utility;Electricity;Charger;Charger CHG1004;Charger Battery PR-3;NF1-G2-PRB-ELC-CHG1004;F303014BN003
Nutrifood;Ciawi;G2;PRB;Processing;Utility;Air handling;Chiller;Chiller CHL1002;Chiller - 2 (Dunhambush);NF1-G2-PRB-AHL-CHL1002;F302013KB047
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Air handling;Dust Collector;Dust Collector DCL1003;Dust Collector Baku B;NF1-G2-PLB-AHL-DCL1003;F302012FB011
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling 6 Line;Filling 6 Line F6L1001;Multiline Q (1);NF1-G2-PRB-FLG-F6L1001;RF405014AB004
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling 6 Line;Filling 6 Line F6L1003;Omag C (2);NF1-G2-PRB-FLG-F6L1003;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling 6 Line;Filling 6 Line F6L1004;Omag D (2);NF1-G2-PRB-FLG-F6L1004;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling 6 Line;Filling 6 Line F6L1005;Omag A (3);NF1-G2-PRB-FLG-F6L1005;F405015JB062
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling 6 Line;Filling 6 Line F6L1006;Omag B (3);NF1-G2-PRB-FLG-F6L1006;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling Bag;Filling Bag FLB1001;Wolf (35);NF1-G2-PRB-FLG-FLB1001;
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling Bag;Filling Bag FLB1002;TAM (6);NF1-G2-PRB-FLG-FLB1002;N40500000047
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling Stickpack;Filling Stickpack FST1001;StickPack Toyo (4);NF1-G2-PRB-FLG-FST1001;F405010EB002
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling Stickpack;Filling Stickpack FST1002;StickPack Filvo (5);NF1-G2-PRB-FLG-FST1002;T405008AB016
Nutrifood;Ciawi;G2;PRB;Fillpack;Fillpack B;Filling;Filling Stickpack;Filling Stickpack FST1003;StickPack - Single (7) SMS;NF1-G2-PRB-FLG-FST1003;F405015IB061
Nutrifood;Ciawi;G2;PRB;Fillpack;Utility;Material handling;Forklift;Forklift FKL1002;Forklift G-1 (3T);NF1-G2-PRB-MHL-FKL1002;F303013HB016
Nutrifood;Ciawi;G2;PLB;Fillpack;Utility;Material handling;Forklift;Forklift FKL1003;Forklift G-2 (3T);NF1-G2-PLB-MHL-FKL1003;
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1031;Handpallet BS01;NF1-G2-PLB-MHL-HPL1031;F303014GN027
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1032;Handpallet BS02;NF1-G2-PLB-MHL-HPL1032;F303014JN031
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1033;Handpallet BS03;NF1-G2-PLB-MHL-HPL1033;F303014JN032
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1034;Handpallet BS04;NF1-G2-PLB-MHL-HPL1034;F303015DN017
Nutrifood;Ciawi;G2;PLB;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1035;Handpallet BS05;NF1-G2-PLB-MHL-HPL1035;F303014DN027
